RUID,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
940359141,['RA' 'MS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
603804048,['BS' 'JS' 'MH'],Apartment,1,1,1,8000-11000,12000
698863837,['WS' 'NCA' 'BH'],Suite,1,1,1,8000-11000,12000
471133529,['TS' 'SA' 'MZH'],Suite,1,1,1,6000-8000,9000
484869979,['BS' 'SA' 'MZH'],Suite,1,1,1,6000-8000,9000
601729855,['TS' 'NCA' 'CS'],Suite,1,0,1,8000-11000,12000
749462610,['JS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,12000
811869744,['SA' 'BS' 'TS'],Suite,1,1,1,6000-8000,9000
898063371,['WS' 'MRS' 'MH'],Apartment,1,1,1,8000-11000,12000
422362234,['NCA' 'SA' 'MH'],Suite,1,1,1,8000-11000,12000
765350431,['WS' 'MH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
632167636,['BS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000
823918107,['BS' 'MH' 'MZH'],Apartment,1,1,0,8000-11000,12000
425709020,['MRS' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,9000
732628420,['MH' 'NCA' 'MRS'],Apartment,1,1,1,8000-11000,12000
964221217,['SA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
765081342,['RA' 'MS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
365772700,['MS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,12000
105314476,['MRS' 'BH' 'SA'],Suite,1,1,1,6000-8000,9000
381047897,['RA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
740971543,['BH' 'RA' 'BS'],Suite,1,1,1,8000-11000,12000
146349140,['MS' 'MZH' 'SA'],Suite,1,0,1,4000-6000,7000
198620862,['BS' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,7000
455425543,['CS' 'BS' 'MH'],Apartment,1,1,0,8000-11000,12000
115421315,['CS' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000
644525304,['SA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
841768838,['MH' 'TS' 'BH'],Suite,1,0,1,8000-11000,12000
121668135,['BS' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,12000
512100232,['RA' 'NCA' 'TS'],Suite,1,1,1,6000-8000,9000
390778711,['MS' 'BH' 'NCA'],Apartment,1,1,1,6000-8000,9000
193110957,['BS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,12000
214842972,['MZH' 'MH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
662384270,['SA' 'MS' 'BS'],Apartment,1,0,1,6000-8000,9000
271598333,['RA' 'BS' 'SA'],Suite,1,1,1,4000-6000,7000
608499142,['BS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
162908927,['BS' 'WS' 'SA'],Apartment,1,1,1,6000-8000,9000
590157437,['TS' 'AH' 'NCA'],Suite,1,1,1,8000-11000,12000
397910921,['BS' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,12000
193419803,['SA' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000
910773884,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000
456856068,['RA' 'MS' 'MH'],Suite,1,1,1,6000-8000,9000
651952110,['CS' 'NCA' 'MS'],Suite,1,1,1,8000-11000,12000
268148356,['SA' 'WS' 'BS'],Suite,1,1,1,8000-11000,12000
688134247,['BS' 'AH' 'BH'],Suite,1,0,1,4000-6000,7000
969279274,['BS' 'NCA' 'MS'],Suite,1,0,1,8000-11000,12000
965854684,['AH' 'BS' 'CS'],Apartment,1,1,1,6000-8000,9000
326792340,['NCA' 'MRS' 'AH'],Apartment,1,1,1,6000-8000,9000
685465022,['JS' 'BS' 'BH'],Apartment,1,1,1,6000-8000,9000
596285679,['SA' 'BS' 'CS'],Suite,1,1,1,4000-6000,7000
958749958,['SA' 'MRS' 'MZH'],Suite,1,1,1,8000-11000,12000
939863949,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
749074206,['MRS' 'MS' 'MZH'],Suite,1,1,1,8000-11000,12000
952763157,['MZH' 'MS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
202475239,['BH' 'NCA' 'SA'],Traditional Residence Hall,1,0,1,8000-11000,12000
582775664,['BS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
267412471,['BS' 'BH' 'JS'],Suite,1,1,1,4000-6000,7000
651180929,['AH' 'BS' 'MZH'],Suite,1,1,1,4000-6000,7000
565317864,['BS' 'CS' 'SA'],Suite,1,1,1,8000-11000,12000
240988576,['MRS' 'MS' 'BH'],Suite,1,1,1,8000-11000,12000
634436162,['SA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
897183618,['CS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
801104474,['TS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
909473323,['NCA' 'BS' 'MZH'],Apartment,1,1,1,8000-11000,12000
470610211,['RA' 'MH' 'SA'],Apartment,1,1,1,4000-6000,7000
348601428,['AH' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
445473695,['MH' 'CS' 'AH'],Apartment,1,1,1,8000-11000,12000
125302510,['MZH' 'BS' 'WS'],Apartment,1,1,1,8000-11000,12000
291966076,['SA' 'NCA' 'TS'],Apartment,1,0,1,6000-8000,9000
942551411,['BS' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,12000
947821690,['BS' 'MS' 'NCA'],Suite,1,0,1,8000-11000,12000
191371408,['AH' 'TS' 'NCA'],Apartment,1,1,1,4000-6000,7000
850172024,['TS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
574007214,['BS' 'NCA' 'BH'],Apartment,1,0,1,8000-11000,12000
256690437,['BS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
113395870,['SA' 'CS' 'MZH'],Suite,1,1,1,8000-11000,12000
201250705,['WS' 'BS' 'AH'],Apartment,1,1,1,6000-8000,9000
275564395,['WS' 'RA' 'MH'],Suite,1,1,1,6000-8000,9000
112995005,['JS' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,7000
786269567,['CS' 'TS' 'BS'],Suite,1,1,1,8000-11000,12000
648910573,['BS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,12000
970808700,['JS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
556385311,['SA' 'BH' 'RA'],Suite,1,1,1,8000-11000,12000
610314804,['RA' 'MZH' 'MH'],Apartment,1,1,1,8000-11000,12000
841782707,['TS' 'JS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
452383506,['NCA' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
103406765,['MZH' 'BS' 'JS'],Suite,1,1,1,8000-11000,12000
318434841,['MZH' 'BS' 'WS'],Suite,1,1,1,4000-6000,7000
757037942,['MH' 'TS' 'NCA'],Suite,1,1,1,6000-8000,9000
623018099,['RA' 'BS' 'MS'],Suite,1,1,1,4000-6000,7000
439020608,['AH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
834329815,['BS' 'MH' 'JS'],Suite,1,1,1,6000-8000,9000
713087317,['MS' 'MH' 'BS'],Apartment,1,1,0,8000-11000,12000
889575773,['MZH' 'BS' 'MS'],Apartment,1,1,1,8000-11000,12000
763949000,['NCA' 'MRS' 'MH'],Suite,1,1,0,8000-11000,12000
382996966,['BS' 'RA' 'BH'],Apartment,1,1,1,4000-6000,7000
350954649,['SA' 'TS' 'BS'],Suite,1,0,0,8000-11000,12000
500361086,['MRS' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,7000
207813705,['BS' 'MZH' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
948227550,['MZH' 'BS' 'MS'],Apartment,1,0,1,6000-8000,9000
798878379,['SA' 'BS' 'AH'],Suite,1,1,1,4000-6000,7000
823680486,['JS' 'SA' 'MS'],Apartment,1,1,1,6000-8000,9000
455428309,['BH' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
919436878,['BS' 'TS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
545611698,['CS' 'MH' 'MS'],Apartment,1,1,1,6000-8000,9000
455064823,['BS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
777723418,['SA' 'NCA' 'MH'],Suite,1,1,1,6000-8000,9000
544942388,['BS' 'NCA' 'MS'],Apartment,1,1,0,8000-11000,12000
499371607,['TS' 'MZH' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,7000
358373327,['BS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
767739887,['NCA' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000
275076058,['TS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
916142867,['SA' 'AH' 'MRS'],Apartment,1,1,1,6000-8000,9000
372647181,['NCA' 'RA' 'SA'],Apartment,1,1,1,4000-6000,7000
375538238,['RA' 'WS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
352855090,['BS' 'TS' 'MH'],Apartment,1,1,1,8000-11000,12000
930485618,['SA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
585011662,['BS' 'NCA' 'WS'],Suite,1,0,1,4000-6000,7000
137859193,['SA' 'NCA' 'CS'],Suite,1,1,1,4000-6000,7000
514486636,['BH' 'AH' 'BS'],Apartment,1,1,1,8000-11000,12000
255929297,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,7000
479591422,['NCA' 'MZH' 'JS'],Suite,1,1,1,4000-6000,7000
743988610,['MZH' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
199040425,['MS' 'BS' 'CS'],Apartment,1,1,1,8000-11000,12000
314889674,['RA' 'WS' 'NCA'],Apartment,1,1,1,6000-8000,9000
115535016,['MS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
883377055,['TS' 'BS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
985563551,['SA' 'JS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
475040092,['SA' 'MRS' 'NCA'],Suite,1,1,1,8000-11000,12000
306739463,['SA' 'BH' 'BS'],Apartment,1,1,1,6000-8000,9000
910109837,['MS' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000
192875589,['RA' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
556904074,['RA' 'JS' 'SA'],Suite,1,1,1,8000-11000,12000
854683484,['JS' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
279804429,['WS' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,7000
186854179,['AH' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000
978431579,['SA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
388822585,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
895785463,['MS' 'MH' 'BS'],Suite,1,1,1,6000-8000,9000
844557962,['MH' 'AH' 'MZH'],Suite,1,1,1,8000-11000,12000
146033002,['JS' 'MH' 'MS'],Apartment,1,1,1,8000-11000,12000
624484027,['AH' 'MH' 'BH'],Traditional Residence Hall,1,0,1,4000-6000,7000
706552165,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000
761449818,['WS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
823831659,['RA' 'WS' 'MZH'],Apartment,1,1,1,6000-8000,9000
706954826,['BS' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
175854212,['RA' 'AH' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,7000
185526514,['NCA' 'BS' 'CS'],Suite,1,1,1,8000-11000,12000
946537631,['RA' 'CS' 'WS'],Traditional Residence Hall,1,1,0,6000-8000,9000
960060395,['MH' 'CS' 'NCA'],Suite,1,1,1,4000-6000,7000
483255768,['MH' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
924552238,['SA' 'WS' 'RA'],Apartment,1,1,1,8000-11000,12000
429479785,['MZH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
878616993,['MH' 'TS' 'RA'],Apartment,1,1,1,8000-11000,12000
546490770,['JS' 'NCA' 'MZH'],Apartment,1,1,1,8000-11000,12000
890791640,['BS' 'MH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
529721937,['TS' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,12000
544947446,['MZH' 'JS' 'BS'],Suite,1,1,1,6000-8000,9000
921846654,['SA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,12000
455866131,['NCA' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
564939716,['BS' 'NCA' 'JS'],Apartment,1,1,1,8000-11000,12000
478612717,['CS' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,9000
342977100,['MS' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
653935669,['MRS' 'BS' 'AH'],Suite,1,1,1,6000-8000,9000
727401636,['NCA' 'SA' 'RA'],Apartment,1,1,1,6000-8000,9000
767810373,['RA' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
584852846,['MH' 'RA' 'BS'],Apartment,1,0,1,8000-11000,12000
959260355,['MZH' 'BS' 'MH'],Suite,1,1,1,8000-11000,12000
630383911,['BS' 'CS' 'MH'],Apartment,1,1,0,8000-11000,12000
113379093,['SA' 'MZH' 'RA'],Apartment,1,1,1,8000-11000,12000
986632748,['SA' 'RA' 'CS'],Suite,1,1,0,6000-8000,9000
896856684,['BS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
736182000,['SA' 'WS' 'MRS'],Apartment,1,0,1,6000-8000,9000
988955242,['SA' 'BS' 'MS'],Suite,1,1,0,4000-6000,7000
508260703,['NCA' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,7000
356095944,['NCA' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000
842974174,['RA' 'CS' 'MRS'],Suite,1,1,1,8000-11000,12000
318263051,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
868484212,['AH' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000
488366979,['RA' 'TS' 'NCA'],Suite,1,1,1,6000-8000,9000
943004878,['NCA' 'WS' 'CS'],Apartment,1,1,1,8000-11000,12000
533104793,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
865243859,['WS' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000
225922460,['MRS' 'AH' 'BS'],Apartment,1,1,1,8000-11000,12000
746543491,['CS' 'MZH' 'MS'],Suite,1,1,1,6000-8000,9000
868885122,['SA' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000
780082016,['MRS' 'NCA' 'TS'],Apartment,1,1,1,4000-6000,7000
788605737,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
503094009,['NCA' 'BS' 'MRS'],Suite,1,0,1,8000-11000,12000
804357368,['NCA' 'SA' 'MZH'],Suite,1,0,1,4000-6000,7000
263176934,['SA' 'RA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
384980223,['NCA' 'SA' 'WS'],Suite,1,0,1,4000-6000,7000
955637350,['BH' 'MZH' 'JS'],Suite,1,1,1,4000-6000,7000
440741548,['NCA' 'MH' 'BS'],Suite,1,1,1,4000-6000,7000
616597201,['WS' 'SA' 'BS'],Apartment,1,1,1,4000-6000,7000
535640242,['CS' 'JS' 'MZH'],Suite,1,1,1,8000-11000,12000
334044865,['MRS' 'AH' 'NCA'],Apartment,1,1,0,6000-8000,9000
168331990,['WS' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
148321595,['NCA' 'BS' 'WS'],Suite,1,1,1,4000-6000,7000
760314910,['MH' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,7000
116386105,['BS' 'MRS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
653548128,['BS' 'NCA' 'CS'],Suite,1,1,1,8000-11000,12000
748605339,['SA' 'MS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,7000
638470573,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
912353567,['NCA' 'BS' 'SA'],Apartment,1,1,0,4000-6000,7000
472743479,['JS' 'AH' 'BS'],Apartment,1,1,1,4000-6000,7000
112069523,['JS' 'AH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
504044209,['SA' 'BS' 'WS'],Apartment,1,1,1,4000-6000,7000
970611685,['BH' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
853365875,['AH' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,7000
934141637,['BS' 'TS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
517251476,['TS' 'CS' 'MZH'],Apartment,1,1,0,8000-11000,12000
308806453,['MH' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000
687712271,['BS' 'NCA' 'MS'],Suite,1,1,1,6000-8000,9000
597778549,['JS' 'MS' 'BS'],Apartment,1,1,1,8000-11000,12000
620606936,['MRS' 'WS' 'SA'],Apartment,1,1,1,8000-11000,12000
364261041,['NCA' 'AH' 'MZH'],Suite,1,1,1,8000-11000,12000
897130133,['BH' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,7000
616153008,['BS' 'MS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,7000
284672948,['NCA' 'AH' 'MS'],Apartment,1,0,1,8000-11000,12000
118631869,['SA' 'MS' 'AH'],Apartment,1,1,1,8000-11000,12000
866164125,['RA' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,12000
931911743,['BH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
567506101,['SA' 'AH' 'NCA'],Apartment,1,1,1,6000-8000,9000
208005770,['BS' 'MZH' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,12000
897836464,['NCA' 'WS' 'SA'],Apartment,1,1,1,4000-6000,7000
295811889,['MH' 'AH' 'MRS'],Suite,1,1,1,8000-11000,12000
805394878,['RA' 'NCA' 'SA'],Suite,1,1,1,6000-8000,9000
687817807,['BS' 'MH' 'CS'],Apartment,1,1,1,4000-6000,7000
962305882,['BH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
189016831,['BS' 'RA' 'AH'],Suite,1,0,1,6000-8000,9000
915059482,['SA' 'BS' 'RA'],Suite,1,0,1,4000-6000,7000
346591063,['SA' 'BH' 'BS'],Apartment,1,1,1,8000-11000,12000
568962031,['TS' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
607260391,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
111497685,['MS' 'BH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
970597607,['BH' 'BS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
330891301,['SA' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000
380554710,['BH' 'SA' 'WS'],Suite,1,1,1,4000-6000,7000
738821164,['AH' 'BS' 'RA'],Suite,1,0,1,8000-11000,12000
551148447,['NCA' 'AH' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,7000
598865901,['WS' 'CS' 'TS'],Apartment,1,1,0,6000-8000,9000
341495801,['CS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
106296638,['RA' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,7000
485853094,['AH' 'NCA' 'WS'],Apartment,1,1,1,6000-8000,9000
857259101,['CS' 'NCA' 'MH'],Apartment,1,1,1,8000-11000,12000
111636397,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
776761069,['SA' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000
548116679,['RA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
894430726,['NCA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,7000
228795012,['BH' 'CS' 'JS'],Suite,1,1,1,6000-8000,9000
495675892,['NCA' 'TS' 'BH'],Suite,1,1,1,6000-8000,9000
973350460,['SA' 'MH' 'RA'],Apartment,1,1,1,8000-11000,12000
231099722,['JS' 'WS' 'MZH'],Suite,1,1,1,4000-6000,7000
226967647,['BS' 'CS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
982366026,['AH' 'BS' 'JS'],Suite,1,1,1,6000-8000,9000
375163910,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
885840254,['BS' 'NCA' 'MS'],Suite,1,1,1,6000-8000,9000
822412687,['SA' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000
867090278,['MS' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,12000
732870796,['AH' 'MS' 'SA'],Suite,1,1,1,6000-8000,9000
876496616,['TS' 'BS' 'MH'],Apartment,1,1,0,4000-6000,7000
816843484,['MZH' 'BS' 'TS'],Suite,1,1,1,4000-6000,7000
220677145,['MS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
898511029,['CS' 'MZH' 'SA'],Suite,1,1,0,8000-11000,12000
473480806,['MRS' 'MZH' 'MH'],Apartment,1,0,1,8000-11000,12000
922709577,['CS' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,9000
395960616,['TS' 'CS' 'BS'],Suite,1,1,1,6000-8000,9000
618093573,['BH' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000
588605310,['TS' 'CS' 'BH'],Suite,1,1,1,8000-11000,12000
502127030,['MS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
518841145,['RA' 'SA' 'NCA'],Suite,1,1,0,4000-6000,7000
252843593,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000
480692774,['NCA' 'WS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
381920393,['SA' 'NCA' 'JS'],Suite,1,1,1,8000-11000,12000
615158495,['AH' 'JS' 'MH'],Suite,1,1,1,4000-6000,7000
461848946,['BS' 'NCA' 'AH'],Suite,1,0,1,4000-6000,7000
831854620,['NCA' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,7000
676908746,['NCA' 'MH' 'SA'],Suite,1,1,1,8000-11000,12000
299575091,['MH' 'NCA' 'RA'],Suite,1,1,1,6000-8000,9000
239848109,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000
854779360,['BS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000
276596369,['BS' 'JS' 'MS'],Suite,1,1,1,8000-11000,12000
771972009,['BS' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000
990285547,['AH' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000
311190554,['JS' 'RA' 'BH'],Apartment,1,1,1,6000-8000,9000
117141437,['TS' 'NCA' 'MS'],Suite,1,0,1,6000-8000,9000
625860346,['MZH' 'MH' 'WS'],Suite,1,1,1,8000-11000,12000
256871530,['MRS' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
970188471,['AH' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
969109157,['NCA' 'WS' 'JS'],Apartment,1,1,1,6000-8000,9000
816701149,['SA' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,12000
542378868,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
162846358,['BS' 'MH' 'SA'],Traditional Residence Hall,1,1,0,8000-11000,12000
689719480,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
557095380,['MH' 'AH' 'SA'],Apartment,1,0,0,4000-6000,7000
886080047,['MS' 'BS' 'MZH'],Apartment,1,1,1,6000-8000,9000
766979793,['NCA' 'BS' 'CS'],Apartment,1,1,1,4000-6000,7000
127658582,['BH' 'MZH' 'BS'],Suite,1,1,0,8000-11000,12000
116931209,['MZH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
689315344,['BS' 'TS' 'AH'],Apartment,1,1,1,8000-11000,12000
875817907,['MZH' 'JS' 'BH'],Suite,1,0,1,8000-11000,12000
330996715,['BH' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000
461036961,['WS' 'SA' 'TS'],Suite,1,1,1,4000-6000,7000
339633364,['MS' 'JS' 'BS'],Suite,1,1,0,8000-11000,12000
547731328,['MS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
214797702,['TS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
619619714,['SA' 'RA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
765674768,['BH' 'BS' 'SA'],Apartment,1,1,1,6000-8000,9000
476114076,['RA' 'BH' 'BS'],Suite,1,1,1,8000-11000,12000
571549774,['RA' 'NCA' 'CS'],Traditional Residence Hall,1,1,0,6000-8000,9000
794396013,['MRS' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
524619804,['MS' 'RA' 'BS'],Suite,1,0,1,6000-8000,9000
145361776,['JS' 'SA' 'MS'],Suite,1,1,1,4000-6000,7000
719155534,['BS' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,12000
245373152,['RA' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,12000
210209532,['BS' 'CS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
753105939,['RA' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000
641820412,['RA' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
231064807,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,7000
822318574,['MS' 'AH' 'BS'],Suite,1,1,1,8000-11000,12000
191058364,['MH' 'TS' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,12000
229357645,['BS' 'RA' 'AH'],Suite,1,0,1,4000-6000,7000
986593675,['RA' 'BS' 'MZH'],Apartment,1,1,1,8000-11000,12000
627983464,['SA' 'AH' 'MRS'],Suite,1,0,1,6000-8000,9000
745862358,['BS' 'BH' 'MS'],Suite,1,1,1,8000-11000,12000
617413739,['AH' 'SA' 'BS'],Suite,1,1,1,6000-8000,9000
782129918,['RA' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,9000
560058820,['JS' 'BH' 'WS'],Apartment,1,1,1,8000-11000,12000
278828438,['MRS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
823422868,['CS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,12000
911098707,['BH' 'JS' 'MZH'],Suite,1,1,1,4000-6000,7000
358960843,['WS' 'NCA' 'SA'],Traditional Residence Hall,1,0,1,8000-11000,12000
549150224,['BS' 'BH' 'MH'],Suite,1,1,1,4000-6000,7000
274133104,['WS' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,9000
309322207,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
502504938,['SA' 'WS' 'JS'],Apartment,1,1,0,8000-11000,12000
239282989,['BS' 'SA' 'WS'],Apartment,1,1,1,6000-8000,9000
255879525,['BH' 'BS' 'AH'],Apartment,1,1,1,4000-6000,7000
446730596,['MH' 'TS' 'SA'],Apartment,1,1,1,8000-11000,12000
285687551,['MRS' 'BS' 'NCA'],Suite,1,1,0,4000-6000,7000
322756208,['MS' 'JS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
340237296,['MS' 'BS' 'MH'],Apartment,1,0,1,8000-11000,12000
392879282,['JS' 'MS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,9000
335540709,['NCA' 'BH' 'WS'],Suite,1,1,1,4000-6000,7000
376547827,['WS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
